gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,target
Male,0,Yes,7,Yes,Yes,DSL,Two year,45,0
Female,0,No,20,Yes,No,DSL,Month-to-month,82,1
Female,0,No,3,Yes,Yes,DSL,Two year,86,1
Female,0,No,67,Yes,Yes,DSL,Two year,26,0
Male,0,Yes,26,Yes,No,DSL,One year,79,0
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,71,0
Female,0,Yes,62,Yes,Yes,Fiber optic,Month-to-month,100,1
Male,0,No,63,Yes,No,Fiber optic,Month-to-month,20,0
Female,0,No,60,Yes,Yes,Fiber optic,Two year,60,0
Female,0,Yes,72,Yes,Yes,Fiber optic,Month-to-month,100,0
Female,0,No,59,Yes,Yes,DSL,One year,101,1
Male,1,Yes,68,Yes,Yes,Fiber optic,Month-to-month,107,0
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,45,1
Male,0,Yes,14,Yes,No,DSL,Two year,20,0
Male,1,No,7,Yes,No,Fiber optic,Month-to-month,90,1
Male,0,Yes,42,Yes,Yes,Fiber optic,One year,54,0
Female,0,Yes,34,Yes,Yes,DSL,Two year,87,1
Male,1,Yes,10,No,No,DSL,One year,35,0
Male,0,No,71,Yes,No,DSL,Two year,116,0
Male,1,No,2,Yes,No,DSL,Month-to-month,45,1
Female,1,No,1,Yes,No,DSL,One year,71,0
Male,0,Yes,68,Yes,Yes,Fiber optic,Month-to-month,20,0
Male,0,No,2,Yes,No,Fiber optic,Two year,82,1
Female,0,No,72,Yes,Yes,Fiber optic,One year,116,0
Male,0,No,12,Yes,No,Fiber optic,Month-to-month,67,0
Female,0,No,21,Yes,No,DSL,Month-to-month,86,1
Male,1,No,21,Yes,No,DSL,Two year,69,1
Female,1,No,20,Yes,Yes,DSL,One year,91,0
Male,0,Yes,57,Yes,No,Fiber optic,Month-to-month,60,0
Male,0,Yes,67,Yes,Yes,DSL,One year,111,0
Male,0,No,72,Yes,No,DSL,One year,19,0
Male,0,No,15,Yes,Yes,Fiber optic,Two year,19,0
Male,0,No,1,Yes,No,DSL,Month-to-month,91,1
Male,0,Yes,1,Yes,No,DSL,Month-to-month,20,0
Male,0,Yes,72,Yes,No,DSL,Two year,105,0
Female,0,No,69,Yes,Yes,Fiber optic,Two year,110,0
Male,0,Yes,42,Yes,No,Fiber optic,Month-to-month,69,0
Female,0,Yes,42,Yes,No,Fiber optic,Two year,19,0
Female,0,No,45,Yes,No,DSL,Month-to-month,26,0
Male,0,No,6,Yes,No,DSL,Month-to-month,50,0
Female,0,Yes,33,Yes,Yes,DSL,One year,24,1
Male,1,No,45,Yes,No,DSL,Two year,63,1
Male,0,No,36,Yes,No,DSL,Month-to-month,95,0
Male,0,No,58,Yes,Yes,DSL,One year,25,0
Female,0,No,21,Yes,No,DSL,One year,79,0
Male,0,No,36,Yes,Yes,Fiber optic,Month-to-month,85,1
Female,1,No,2,Yes,No,DSL,Two year,75,1
Male,0,Yes,44,Yes,No,Fiber optic,Month-to-month,20,0
Female,0,No,15,Yes,No,DSL,Two year,94,0
Male,0,No,72,Yes,No,DSL,Month-to-month,79,0
Male,0,No,72,Yes,Yes,Fiber optic,Month-to-month,79,0
Female,0,Yes,46,Yes,No,DSL,One year,85,0
Male,0,Yes,69,Yes,Yes,Fiber optic,Two year,24,0
Male,0,No,31,Yes,No,DSL,Month-to-month,82,0
Female,0,No,54,Yes,No,DSL,Month-to-month,100,1
Male,0,No,4,Yes,Yes,Fiber optic,Two year,19,0
Male,0,No,10,Yes,No,DSL,Two year,70,0
Male,0,Yes,65,Yes,Yes,Fiber optic,Month-to-month,70,0
Female,0,No,18,Yes,No,DSL,One year,70,0
Male,0,No,17,No,No,Fiber optic,Month-to-month,34,0
Female,0,No,68,Yes,No,DSL,Month-to-month,54,0
Female,0,No,35,Yes,Yes,DSL,One year,80,0
Male,1,No,27,Yes,No,Fiber optic,Month-to-month,96,1
Male,1,No,60,Yes,No,DSL,Month-to-month,72,0
Male,0,Yes,36,Yes,Yes,DSL,Two year,64,0
Male,0,No,1,Yes,No,DSL,One year,45,0
Male,0,No,8,No,No,Fiber optic,Month-to-month,30,1
Male,1,No,72,Yes,No,DSL,Month-to-month,114,0
Male,0,Yes,31,Yes,No,DSL,Two year,79,1
Female,0,No,58,Yes,Yes,Fiber optic,Month-to-month,84,0
Male,0,No,35,Yes,Yes,Fiber optic,Month-to-month,21,0
Male,1,No,2,Yes,Yes,Fiber optic,One year,66,1
Male,0,No,27,Yes,Yes,DSL,Two year,54,0
Male,0,No,6,Yes,Yes,DSL,Two year,76,1
Female,0,No,7,Yes,Yes,DSL,One year,44,0
Female,0,No,7,Yes,Yes,Fiber optic,Month-to-month,79,1
Male,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,50,0
Male,0,No,41,Yes,Yes,Fiber optic,Month-to-month,20,0
Female,0,Yes,62,Yes,Yes,Fiber optic,Month-to-month,20,0
Female,0,No,3,Yes,Yes,Fiber optic,One year,65,0
Male,0,No,17,Yes,No,DSL,Month-to-month,77,1
Female,0,Yes,13,Yes,Yes,Fiber optic,Month-to-month,20,0
Male,0,No,18,Yes,Yes,DSL,One year,74,0
Female,1,No,11,Yes,No,DSL,One year,104,1
Female,0,No,5,Yes,No,DSL,One year,80,0
Male,0,Yes,15,Yes,Yes,Fiber optic,Month-to-month,75,1
Female,1,No,14,Yes,No,DSL,One year,79,1
Female,1,No,65,Yes,No,DSL,Two year,95,0
Male,0,No,43,Yes,Yes,Fiber optic,Two year,20,0
Male,0,No,3,Yes,Yes,DSL,Two year,43,1
Female,1,No,2,No,No,DSL,Two year,30,1
Male,0,Yes,4,Yes,No,DSL,Two year,61,1
Male,1,No,32,Yes,Yes,Fiber optic,Month-to-month,75,1
Female,0,No,69,Yes,No,DSL,One year,96,0
Female,0,Yes,67,Yes,Yes,Fiber optic,Month-to-month,76,0
Male,1,No,40,Yes,Yes,Fiber optic,One year,102,1
Male,0,No,31,Yes,Yes,DSL,One year,55,1
Female,0,No,42,Yes,Yes,Fiber optic,One year,78,0
Female,0,No,19,No,Yes,Fiber optic,Two year,45,1
Male,0,Yes,25,Yes,Yes,Fiber optic,Month-to-month,96,1
Male,0,No,33,No,Yes,DSL,One year,39,0
Male,1,No,13,Yes,Yes,Fiber optic,Month-to-month,98,1
Female,0,No,37,Yes,Yes,DSL,Month-to-month,68,0
Male,0,No,27,Yes,Yes,Fiber optic,Two year,55,0
Male,1,No,18,Yes,No,DSL,Month-to-month,59,0
Female,0,No,68,Yes,Yes,Fiber optic,Month-to-month,86,0
Female,0,No,16,Yes,No,Fiber optic,Month-to-month,65,1
Male,0,No,1,Yes,No,DSL,Two year,49,0
Female,0,Yes,72,Yes,No,DSL,Month-to-month,24,0
Female,0,Yes,0,Yes,No,DSL,Month-to-month,73,0
Male,1,No,37,Yes,No,DSL,Month-to-month,101,1
Male,1,No,8,No,No,DSL,Month-to-month,29,1
Female,0,No,17,Yes,Yes,Fiber optic,Month-to-month,80,0
Male,1,No,71,Yes,No,DSL,One year,25,0
Male,0,Yes,60,Yes,Yes,Fiber optic,Two year,20,0
Male,0,No,46,Yes,Yes,Fiber optic,One year,94,1
Female,0,No,28,Yes,No,DSL,Two year,20,0
Male,0,Yes,15,Yes,Yes,DSL,Month-to-month,19,0
Male,0,No,63,Yes,Yes,DSL,Two year,103,0
Male,1,No,65,Yes,No,DSL,Month-to-month,104,0
Male,0,Yes,9,Yes,Yes,Fiber optic,One year,103,0
Female,0,Yes,8,Yes,Yes,Fiber optic,One year,20,0
Female,0,No,15,Yes,Yes,Fiber optic,Month-to-month,88,1
Male,0,No,32,Yes,Yes,Fiber optic,Month-to-month,93,0
Female,0,No,70,Yes,Yes,Fiber optic,Month-to-month,90,0
Male,0,Yes,58,Yes,Yes,Fiber optic,Two year,105,0
Male,0,No,16,Yes,No,Fiber optic,Two year,55,0
Female,0,No,22,Yes,Yes,Fiber optic,Month-to-month,21,0
Male,0,No,4,Yes,No,DSL,One year,72,1
Male,0,Yes,5,Yes,Yes,Fiber optic,Month-to-month,90,0
Male,0,No,19,Yes,No,DSL,Month-to-month,100,1
Male,1,No,12,No,No,Fiber optic,Month-to-month,29,0
Male,0,No,22,Yes,No,DSL,One year,60,0
Female,0,No,13,Yes,No,Fiber optic,Month-to-month,19,0
Male,0,No,72,No,No,DSL,One year,42,0
Male,1,No,58,No,No,Fiber optic,Month-to-month,45,1
Female,0,No,70,No,No,DSL,Month-to-month,50,0
Female,0,No,67,Yes,No,Fiber optic,Month-to-month,75,0
Male,1,No,1,Yes,Yes,DSL,One year,45,0
Female,0,No,49,Yes,No,DSL,Month-to-month,74,0
Male,0,Yes,63,Yes,Yes,DSL,Month-to-month,20,0
Female,0,Yes,55,Yes,No,DSL,Month-to-month,76,0
Female,0,No,26,Yes,Yes,Fiber optic,One year,86,0
Female,0,Yes,40,Yes,Yes,DSL,Two year,64,0
Female,0,Yes,16,Yes,Yes,Fiber optic,One year,73,0
Male,0,No,3,Yes,No,DSL,Two year,19,0
Female,0,No,21,Yes,Yes,DSL,Two year,90,0
Female,0,Yes,70,Yes,Yes,DSL,Two year,81,0
Female,0,Yes,36,Yes,No,DSL,Month-to-month,20,0
Female,0,No,15,Yes,Yes,DSL,Two year,25,0
Male,1,No,8,Yes,No,DSL,One year,70,0
Female,0,No,26,No,No,DSL,Two year,44,0
Male,0,No,1,Yes,Yes,DSL,Two year,19,1
Male,0,No,10,Yes,No,DSL,Two year,80,0
Male,0,No,25,Yes,No,DSL,Two year,21,0
Male,0,Yes,66,Yes,Yes,Fiber optic,Month-to-month,25,0
Male,0,No,60,Yes,Yes,DSL,Month-to-month,94,1
Male,0,No,72,Yes,No,DSL,Month-to-month,98,0
Male,0,No,18,Yes,No,DSL,One year,20,0
Male,0,No,61,Yes,No,Fiber optic,One year,114,0
Male,0,No,21,No,No,DSL,Two year,36,0
Female,1,No,22,Yes,Yes,Fiber optic,Month-to-month,82,0
Female,0,Yes,52,Yes,Yes,Fiber optic,Two year,23,0
Female,0,No,1,Yes,Yes,DSL,Two year,20,0
Female,1,No,49,Yes,No,DSL,Two year,90,0
Female,0,No,72,Yes,No,Fiber optic,One year,115,0
Male,0,No,10,Yes,No,DSL,Two year,46,1
Female,0,Yes,48,Yes,Yes,Fiber optic,Two year,105,0
Female,0,Yes,44,Yes,Yes,Fiber optic,Two year,20,0
Male,0,Yes,23,Yes,Yes,Fiber optic,Month-to-month,20,0
Female,0,No,41,Yes,Yes,DSL,One year,98,0
Male,0,No,43,Yes,No,DSL,Two year,60,0
Female,0,Yes,17,Yes,Yes,Fiber optic,Month-to-month,65,1
Male,0,No,24,Yes,Yes,Fiber optic,Two year,50,0
Female,0,No,16,Yes,No,DSL,Month-to-month,75,0
Male,0,No,25,Yes,Yes,DSL,Month-to-month,95,1
Female,0,Yes,20,Yes,Yes,DSL,Month-to-month,76,0
Female,1,No,4,Yes,No,DSL,Two year,80,0
Male,0,Yes,69,Yes,No,DSL,Month-to-month,99,1
Male,0,No,3,No,No,DSL,Month-to-month,25,0
Male,0,Yes,69,Yes,No,DSL,Month-to-month,20,0
Male,0,No,2,Yes,No,DSL,One year,50,0
Male,0,Yes,48,Yes,Yes,DSL,Two year,112,0
Male,0,No,5,Yes,No,DSL,Month-to-month,94,1
Female,0,No,3,Yes,Yes,Fiber optic,One year,55,1
Male,0,Yes,3,Yes,Yes,Fiber optic,Month-to-month,71,0
Male,0,Yes,40,Yes,No,DSL,One year,25,0
Male,0,Yes,14,Yes,No,Fiber optic,Two year,69,0
Female,0,Yes,20,Yes,Yes,DSL,Month-to-month,96,0
Female,0,Yes,71,Yes,Yes,Fiber optic,One year,91,0
Male,0,Yes,1,Yes,No,DSL,Month-to-month,70,1
Male,0,No,33,Yes,Yes,Fiber optic,Two year,91,0
Female,1,No,50,Yes,No,Fiber optic,Two year,71,1
Male,0,Yes,24,Yes,No,DSL,Month-to-month,56,0
Male,0,No,38,Yes,Yes,Fiber optic,Month-to-month,105,0
Male,0,Yes,21,Yes,No,Fiber optic,Month-to-month,80,0
Female,0,Yes,23,Yes,No,DSL,Month-to-month,49,0
Female,0,No,8,Yes,No,DSL,Two year,66,0
Female,0,No,34,Yes,No,DSL,Month-to-month,98,1
Female,0,Yes,37,Yes,Yes,Fiber optic,One year,75,0
Female,0,No,72,Yes,Yes,Fiber optic,Two year,20,0
Male,0,No,68,Yes,Yes,DSL,Two year,110,1
Male,0,No,59,Yes,Yes,Fiber optic,Month-to-month,86,1
Male,0,Yes,54,Yes,No,Fiber optic,One year,105,0
Male,0,Yes,39,Yes,Yes,DSL,Two year,25,0
Female,0,Yes,60,Yes,Yes,Fiber optic,One year,115,0
Female,0,No,64,Yes,No,DSL,Month-to-month,111,0
Female,0,No,5,Yes,No,DSL,Month-to-month,96,1
Female,1,No,31,Yes,Yes,Fiber optic,Month-to-month,100,1
Male,0,No,8,Yes,No,Fiber optic,Month-to-month,55,0
Female,0,Yes,61,No,No,Fiber optic,One year,51,0
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,76,1
Female,0,Yes,53,Yes,No,DSL,Two year,20,0
Male,0,No,1,Yes,No,DSL,Month-to-month,50,1
Male,0,Yes,71,Yes,No,Fiber optic,Month-to-month,90,0
Female,0,Yes,11,No,Yes,DSL,Month-to-month,30,0
Male,0,No,43,Yes,No,DSL,Month-to-month,94,0
Male,0,No,11,Yes,No,Fiber optic,Month-to-month,80,0
Female,0,No,23,Yes,No,Fiber optic,One year,90,0
Male,1,No,43,Yes,Yes,Fiber optic,Month-to-month,103,1
Female,0,No,30,Yes,No,DSL,One year,70,0
Male,0,No,53,Yes,Yes,Fiber optic,Two year,94,1
Female,1,No,70,Yes,No,DSL,Month-to-month,104,0
Female,0,No,72,Yes,No,DSL,Two year,115,0
Female,0,No,6,Yes,No,Fiber optic,Month-to-month,94,1
Female,0,No,9,Yes,Yes,Fiber optic,Month-to-month,51,0
Male,0,Yes,9,Yes,No,DSL,Month-to-month,20,0
Male,0,No,31,Yes,Yes,Fiber optic,Month-to-month,103,1
Male,0,Yes,68,No,Yes,DSL,Two year,45,0
Male,0,No,32,Yes,No,DSL,One year,20,0
Male,0,No,25,Yes,No,DSL,Month-to-month,20,0
Male,1,No,4,No,No,DSL,Month-to-month,51,0
Female,0,No,22,Yes,No,Fiber optic,Month-to-month,55,0
Female,0,No,61,No,No,Fiber optic,Month-to-month,44,0
Male,0,Yes,53,Yes,Yes,Fiber optic,Month-to-month,26,0
Male,0,No,7,Yes,No,DSL,Month-to-month,75,0
Female,0,Yes,4,Yes,No,Fiber optic,Month-to-month,90,1
Female,0,Yes,53,Yes,Yes,Fiber optic,One year,20,0
Male,0,Yes,12,Yes,No,Fiber optic,Month-to-month,19,0
Female,0,No,60,Yes,No,Fiber optic,Month-to-month,105,0
Female,1,No,71,Yes,Yes,Fiber optic,Month-to-month,96,0
Female,1,No,72,Yes,Yes,DSL,Two year,115,0
Male,0,No,3,Yes,No,DSL,One year,102,1
Male,0,No,56,Yes,No,DSL,Month-to-month,82,0
Female,0,No,47,Yes,No,DSL,Two year,59,0
Female,0,No,24,Yes,Yes,Fiber optic,Month-to-month,25,0
Male,0,Yes,46,Yes,No,DSL,Two year,20,0
Male,0,Yes,37,Yes,No,Fiber optic,Month-to-month,63,0
Female,0,No,47,Yes,Yes,DSL,Month-to-month,104,0
Male,1,No,7,Yes,Yes,DSL,Two year,75,0
Male,0,No,1,Yes,No,DSL,One year,19,0
Male,0,Yes,15,Yes,Yes,DSL,Two year,55,0
Female,1,No,50,Yes,Yes,DSL,Two year,95,1
Male,1,Yes,22,No,No,DSL,Month-to-month,40,1
Male,0,No,24,Yes,No,DSL,Month-to-month,20,0
Female,0,Yes,64,Yes,Yes,DSL,Two year,110,0
Male,0,Yes,43,Yes,No,DSL,One year,104,0
Female,1,No,2,Yes,No,Fiber optic,Month-to-month,70,1
Male,0,No,25,Yes,No,DSL,Month-to-month,74,0
Male,0,No,20,Yes,No,Fiber optic,One year,69,0
Male,0,No,3,No,No,DSL,Two year,35,1
Female,0,No,7,Yes,Yes,DSL,One year,69,0
Male,1,No,8,Yes,No,DSL,One year,61,0
Male,0,Yes,46,Yes,No,Fiber optic,One year,57,0
Female,0,No,6,Yes,Yes,DSL,Month-to-month,86,0
Female,1,No,7,Yes,Yes,Fiber optic,Two year,65,0
Male,0,Yes,4,Yes,Yes,Fiber optic,One year,81,1
Male,0,Yes,37,Yes,No,DSL,Two year,20,0
Female,0,No,44,Yes,No,Fiber optic,Month-to-month,62,0
Male,0,No,10,Yes,No,Fiber optic,Month-to-month,85,1
Male,0,No,14,Yes,No,DSL,Month-to-month,93,0
Male,0,No,4,Yes,Yes,DSL,Two year,75,1
Male,0,No,57,No,No,Fiber optic,Month-to-month,39,1
Male,0,No,67,Yes,No,DSL,Month-to-month,93,0
Female,0,Yes,67,Yes,Yes,Fiber optic,Month-to-month,107,0
Male,0,No,48,Yes,No,Fiber optic,Month-to-month,97,0
Male,0,No,11,No,No,DSL,Two year,36,0
Male,1,No,65,Yes,Yes,Fiber optic,Month-to-month,109,0
Female,1,No,26,Yes,No,Fiber optic,Month-to-month,66,0
Female,1,Yes,57,Yes,No,DSL,Month-to-month,95,0
Male,0,No,14,No,Yes,DSL,Two year,31,0
Female,0,Yes,2,Yes,Yes,Fiber optic,Month-to-month,74,1
Female,0,No,34,Yes,No,DSL,One year,61,0
Female,0,No,71,Yes,Yes,DSL,Two year,111,0
Female,0,No,58,Yes,Yes,DSL,One year,80,0
Female,0,No,1,Yes,Yes,DSL,Two year,26,0
Male,0,Yes,33,Yes,Yes,Fiber optic,Month-to-month,20,0
Male,0,No,28,Yes,Yes,Fiber optic,Month-to-month,77,0
Female,0,No,49,Yes,No,DSL,Two year,21,0
Male,0,No,42,Yes,No,DSL,Two year,99,0
Female,1,No,5,Yes,No,DSL,Two year,76,1
Male,0,Yes,62,Yes,No,DSL,Two year,81,0
Male,1,No,50,Yes,Yes,Fiber optic,Month-to-month,96,1
Male,0,Yes,57,Yes,No,DSL,Month-to-month,20,0
Female,0,Yes,53,Yes,No,DSL,One year,21,0
Male,1,No,17,Yes,No,DSL,Month-to-month,100,1
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,77,0
Male,0,No,1,Yes,Yes,Fiber optic,Two year,91,1
Male,0,No,3,Yes,Yes,Fiber optic,Two year,84,0
Female,0,No,47,No,No,DSL,Month-to-month,40,0
Male,0,No,19,Yes,No,DSL,Two year,79,0
Female,0,No,50,Yes,No,DSL,One year,110,0
Female,0,No,1,No,No,DSL,One year,35,1
Female,1,No,1,Yes,Yes,Fiber optic,Month-to-month,70,1
Male,1,No,44,Yes,No,Fiber optic,One year,19,0
Female,0,Yes,45,Yes,Yes,Fiber optic,Two year,20,0
Male,1,No,3,Yes,Yes,DSL,Two year,95,1
Female,0,No,25,Yes,Yes,Fiber optic,One year,95,0
Female,0,Yes,12,Yes,No,Fiber optic,Month-to-month,84,0
Male,0,No,44,Yes,No,DSL,Two year,20,0
Male,0,Yes,3,Yes,Yes,DSL,Month-to-month,55,1
Female,1,No,8,Yes,Yes,Fiber optic,Month-to-month,106,1
Male,0,Yes,5,Yes,Yes,Fiber optic,Month-to-month,84,1
Female,0,No,20,Yes,Yes,Fiber optic,One year,70,0
Male,0,Yes,19,Yes,Yes,Fiber optic,One year,20,0
Male,1,No,4,No,Yes,Fiber optic,Two year,30,0
Female,0,Yes,43,Yes,No,DSL,Two year,20,0
Male,0,No,70,Yes,No,DSL,Month-to-month,73,0
Male,0,No,43,Yes,Yes,DSL,Two year,78,1
Male,0,No,37,Yes,Yes,Fiber optic,Month-to-month,91,0
Female,0,No,63,Yes,No,DSL,Two year,109,0
Female,0,No,72,Yes,No,DSL,Month-to-month,80,0
Female,0,No,21,Yes,No,DSL,Month-to-month,69,0
Female,0,No,11,Yes,Yes,Fiber optic,Month-to-month,79,0
Female,0,No,25,No,No,DSL,Month-to-month,34,1
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,118,0
Male,0,No,5,Yes,Yes,DSL,One year,97,0
Female,0,No,3,No,No,DSL,Two year,35,0
Male,0,No,19,Yes,No,DSL,Month-to-month,70,0
Female,1,No,5,Yes,No,DSL,Month-to-month,85,0
Male,0,No,32,Yes,Yes,DSL,One year,73,0
Male,1,No,21,Yes,No,DSL,Month-to-month,60,1
Male,0,Yes,16,Yes,Yes,DSL,Two year,20,0
Male,1,No,11,Yes,No,Fiber optic,Month-to-month,79,0
Male,0,No,54,Yes,Yes,Fiber optic,Month-to-month,110,1
Female,1,No,56,Yes,No,DSL,Month-to-month,105,0
Female,0,Yes,59,Yes,No,DSL,Month-to-month,20,0
Male,1,No,16,Yes,No,DSL,One year,55,0
Female,0,Yes,68,Yes,No,DSL,Two year,104,0
Male,0,Yes,72,Yes,No,DSL,Month-to-month,115,0
Female,0,No,71,Yes,Yes,Fiber optic,Month-to-month,111,0
Male,0,No,38,Yes,Yes,Fiber optic,Month-to-month,70,0
Female,0,No,40,Yes,Yes,DSL,Two year,84,0
Male,0,Yes,22,Yes,No,DSL,One year,79,0
Male,0,Yes,68,Yes,No,DSL,Month-to-month,113,1
Male,0,No,11,Yes,No,DSL,One year,20,0
Female,0,No,27,Yes,Yes,Fiber optic,Two year,20,0
Male,0,No,64,Yes,Yes,DSL,Two year,104,0
Female,0,Yes,72,Yes,No,DSL,Month-to-month,107,0
Female,0,No,19,Yes,No,Fiber optic,Month-to-month,73,1
Male,0,No,24,Yes,Yes,DSL,One year,85,0
Male,0,No,1,Yes,Yes,Fiber optic,Two year,60,1
Male,0,No,17,Yes,Yes,Fiber optic,Two year,80,0
Female,1,No,69,Yes,No,DSL,Month-to-month,105,0
Male,0,No,67,Yes,No,DSL,Month-to-month,19,0
Female,0,No,48,No,Yes,DSL,Two year,45,1
Male,1,No,38,Yes,No,DSL,One year,70,1
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,80,1
Female,0,Yes,14,Yes,Yes,Fiber optic,Month-to-month,26,0
Female,0,Yes,32,Yes,No,DSL,Month-to-month,99,0
Male,0,No,27,Yes,No,DSL,Month-to-month,69,0
Female,0,No,13,Yes,No,DSL,Month-to-month,86,0
Female,0,Yes,12,Yes,Yes,Fiber optic,One year,25,0
Male,1,No,15,Yes,No,DSL,One year,96,0
Female,0,Yes,45,No,No,DSL,Month-to-month,51,0
Female,0,No,1,Yes,No,DSL,One year,85,1
Male,0,Yes,33,Yes,No,Fiber optic,Month-to-month,95,0
Female,0,No,35,No,No,DSL,One year,33,0
Male,0,No,64,Yes,No,DSL,Two year,106,1
Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,56,0
Female,0,Yes,68,No,No,DSL,Month-to-month,60,0
Female,0,No,63,Yes,No,DSL,Month-to-month,108,1
Female,0,No,11,Yes,Yes,Fiber optic,Two year,94,1
Male,0,Yes,47,Yes,No,DSL,Two year,55,0
Male,0,Yes,66,No,No,DSL,Two year,57,0
Male,0,No,52,Yes,No,Fiber optic,Month-to-month,54,0
Male,0,No,14,Yes,Yes,Fiber optic,Two year,25,0
Male,0,Yes,1,Yes,No,Fiber optic,Month-to-month,20,1
Male,0,No,30,Yes,No,DSL,Two year,19,0
Female,0,Yes,54,Yes,Yes,Fiber optic,One year,91,0
Female,0,No,47,Yes,Yes,DSL,Two year,74,0
Female,0,Yes,62,Yes,No,DSL,One year,26,0
Female,1,No,63,Yes,Yes,Fiber optic,One year,90,0
Male,1,No,30,Yes,No,DSL,Two year,78,0
Female,0,No,65,Yes,No,DSL,Two year,100,0
Female,0,Yes,47,No,No,DSL,One year,60,0
Female,0,No,50,Yes,No,DSL,One year,80,0
Male,0,No,12,Yes,Yes,Fiber optic,Month-to-month,96,1
Male,0,No,3,Yes,No,DSL,Two year,90,0
Female,0,No,70,Yes,Yes,Fiber optic,Two year,95,0
Male,1,Yes,28,Yes,Yes,Fiber optic,One year,51,0
Male,0,No,47,Yes,No,DSL,Two year,79,0
Female,1,No,2,Yes,No,DSL,Month-to-month,71,1
Male,0,No,2,No,No,DSL,Two year,25,0
Female,0,No,71,Yes,No,DSL,Month-to-month,19,0
Male,1,No,41,No,No,Fiber optic,Two year,54,0
Female,0,No,2,Yes,No,DSL,Two year,80,0
Male,0,No,3,Yes,Yes,Fiber optic,One year,21,0
Female,0,No,11,Yes,Yes,Fiber optic,Month-to-month,98,1
Male,0,No,62,Yes,Yes,DSL,One year,69,0
Male,0,No,69,Yes,No,Fiber optic,Month-to-month,79,1
Female,0,Yes,48,No,No,Fiber optic,Month-to-month,46,0
Female,0,No,68,Yes,No,DSL,Month-to-month,119,0
Female,0,No,58,Yes,No,DSL,Two year,60,0
Female,0,Yes,56,Yes,Yes,Fiber optic,Two year,69,0
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,74,1
Female,0,No,7,Yes,No,DSL,One year,71,1
Female,0,No,71,Yes,Yes,Fiber optic,One year,82,0
Male,0,No,3,Yes,No,DSL,One year,56,0
Male,0,Yes,22,Yes,No,DSL,Month-to-month,75,0
Female,0,No,54,Yes,No,DSL,Two year,81,0
Female,0,Yes,72,Yes,Yes,DSL,Month-to-month,74,0
Female,0,Yes,7,No,No,DSL,One year,35,0
Female,1,No,50,Yes,Yes,Fiber optic,Two year,101,0
Male,0,Yes,53,Yes,No,DSL,One year,96,0
Male,1,No,2,Yes,Yes,Fiber optic,Two year,73,0
Male,0,Yes,49,Yes,No,DSL,Two year,75,1
Female,1,No,71,Yes,No,DSL,Two year,110,0
Female,0,No,11,Yes,Yes,DSL,Month-to-month,45,0
Female,0,No,13,No,No,DSL,One year,35,1
Male,0,No,39,Yes,No,DSL,Two year,20,0
Male,0,No,69,No,No,DSL,Month-to-month,61,0
Male,0,Yes,71,Yes,Yes,Fiber optic,Month-to-month,66,0
Male,0,No,26,Yes,Yes,DSL,Month-to-month,84,0
Male,1,No,2,Yes,Yes,DSL,One year,44,1
Female,0,No,53,Yes,Yes,DSL,One year,100,0
Female,0,Yes,70,Yes,No,Fiber optic,One year,20,0
Male,0,No,26,Yes,Yes,DSL,One year,87,0
Female,0,No,1,Yes,No,DSL,Two year,44,1
Female,0,No,52,Yes,Yes,DSL,Two year,105,1
Male,0,No,14,No,Yes,Fiber optic,Month-to-month,51,1
Male,1,No,71,Yes,Yes,Fiber optic,One year,96,0
Female,0,No,53,Yes,Yes,Fiber optic,Two year,100,0
Female,0,No,72,Yes,Yes,Fiber optic,Month-to-month,97,0
Female,0,No,2,Yes,No,Fiber optic,Two year,49,0
Female,0,No,1,Yes,Yes,DSL,Two year,20,1
Male,0,No,4,Yes,Yes,Fiber optic,Two year,66,0
Female,0,No,8,Yes,Yes,DSL,One year,64,0
Female,0,Yes,7,Yes,Yes,Fiber optic,One year,21,0
Male,0,Yes,30,No,No,DSL,Month-to-month,44,0
Male,1,No,44,Yes,No,Fiber optic,Month-to-month,89,0
Female,0,No,61,Yes,Yes,DSL,Two year,107,1
Female,0,No,5,Yes,No,DSL,Month-to-month,20,0
Male,1,No,33,No,Yes,Fiber optic,Two year,55,0
Male,0,No,56,Yes,Yes,Fiber optic,Month-to-month,86,0
Female,0,Yes,61,Yes,No,DSL,Month-to-month,115,0
Male,0,Yes,3,Yes,Yes,Fiber optic,Two year,20,0
Male,0,No,1,Yes,No,DSL,Month-to-month,80,1
Male,0,No,65,Yes,No,Fiber optic,Month-to-month,76,0
Female,0,Yes,49,Yes,No,Fiber optic,Month-to-month,108,1
Male,0,Yes,72,Yes,No,Fiber optic,Two year,84,0
Female,0,No,42,Yes,No,Fiber optic,Month-to-month,104,0
Male,1,No,61,Yes,No,DSL,Month-to-month,86,0
